video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/watch?v=lMN8onInzP0&pp=ygUWZGFrb3RhIGFjY2VzcyBwaXBlbGluZQ%3D%3D,/@ValleyNewsLive,Valley News Live,NEWS: Dakota Access Pipeline Protest,101,9 years,VNL at 9.,2026-01-20 19:46:03.019759
/watch?v=A-TT8emhvEE&pp=ygUWZGFrb3RhIGFjY2VzcyBwaXBlbGluZQ%3D%3D,/@DemocracyNow,Democracy Now!,Did Dakota Access Pipeline Company Deliberately Destroy Sacred Sioux Burial Sites?,27K,9 years,http://democracynow.org - Only hours after lawyers representing the Standing Rock Sioux Tribe filed evidence in federal court ...,2026-01-20 19:46:03.020436
/watch?v=Zh0gd-65EXY&pp=ygUWZGFrb3RhIGFjY2VzcyBwaXBlbGluZQ%3D%3D,/@msnow,MS NOW,Veterans Take Action To Protest Dakota Access Pipeline | MSNBC,13K,9 years,Veterans from across the country have come together to help protest the Dakota Access Pipeline. NBC's Cal Perry gives MSNBC's ...,2026-01-20 19:46:03.020925
/watch?v=FhGcxWvJqgY&pp=ygUWZGFrb3RhIGFjY2VzcyBwaXBlbGluZQ%3D%3D,/@dakotaaccesspipelinefacts7774,Dakota Access Pipeline Facts,The Truth about the Dakota Access Pipeline,736,8 years,"Kelcy Warren, CEO of Energy Transfer Partners talks about the truth about the Dakota Access Pipeline. The truth is the project was ...",2026-01-20 19:46:03.021367
/watch?v=PRNfPYqsdbU&pp=ygUWZGFrb3RhIGFjY2VzcyBwaXBlbGluZQ%3D%3D,/@trtworld,TRT World,Dakota Access Pipeline: Controversial pipeline to get the greenlight,226,8 years,The US Army told Congress on Tuesday that it will allow the $3.8 billion Dakota Access oil pipeline to cross under a Missouri ...,2026-01-20 19:46:03.021827
/watch?v=PpfKDOfbbHU&pp=ygUWZGFrb3RhIGFjY2VzcyBwaXBlbGluZQ%3D%3D,/@ENVSTufts,Tufts ENVS,The Dakota Access Pipeline:  What We Risk,177,8 years,"This video was produced by Taylor Fasolo, Lanie Preston, Rachel Tigges and Noah Kulak at Tufts University as part of the ...",2026-01-20 19:46:03.022462
/watch?v=o3LKxVeHtR8&pp=ygUWZGFrb3RhIGFjY2VzcyBwaXBlbGluZdIHCQlPCgGHKiGM7w%3D%3D,/@KMTVAction3News,KMTV 3 News Now,Dakota Access Pipeline Protest,89,9 years,Rally planned in Omaha against the Dakota Access Pipeline.,2026-01-20 19:46:03.022904
/watch?v=HbWBWhAFY_s&pp=ygUWZGFrb3RhIGFjY2VzcyBwaXBlbGluZQ%3D%3D,/@aljazeeraenglish,Al Jazeera English,Native Americans rally against Dakota Access Pipeline in Washington,3.7K,8 years,Native American rights activists and indigenous leaders from across the US rallied in Washington DC on Friday against plans for ...,2026-01-20 19:46:03.023339
/watch?v=cpl9auh_CHY&pp=ygUWZGFrb3RhIGFjY2VzcyBwaXBlbGluZQ%3D%3D,/@WTHR13News,WTHR,Dakota Access Pipeline protest in Indianapolis,88,9 years,THE STANDING ROCK SIOUX TRIBE WANTS TO BLOCK THE 3-POINT-8 BILLION DOLLAR DAKOTA ACCESS PIPELINE.,2026-01-20 19:46:03.023786
/watch?v=xJgVXJgGhDs&pp=ygUWZGFrb3RhIGFjY2VzcyBwaXBlbGluZQ%3D%3D,/@msnow,MS NOW,Protests Continue Despite Halt To Dakota Access Pipeline | MSNBC,2.7K,9 years,"After the pipeline company has released a statement saying they ""fully expect"" to complete the Dakota access pipeline without ...",2026-01-20 19:46:03.024243
/watch?v=z0ZKnfDY744&pp=ygUWZGFrb3RhIGFjY2VzcyBwaXBlbGluZQ%3D%3D,/@wrtv6,WRTV Indianapolis,Dozens gather to protest Dakota Access Pipeline,163,9 years,Dozens gather to protest Dakota Access Pipeline ◂ RTV6 News brings you the best breaking news coverage in Indiana. News ...,2026-01-20 19:46:03.025095
/watch?v=Z6cdk0ESvC4&pp=ygUWZGFrb3RhIGFjY2VzcyBwaXBlbGluZQ%3D%3D,/@KMTVAction3News,KMTV 3 News Now,Dakota Access Pipeline protest arrives in Omaha,229,9 years,"About 100, mostly Native American, protesters were in front of the downtown Army Corps of Engineers office Thursday to help the ...",2026-01-20 19:46:03.025520
